,genero,monto,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,cashback,fraude,Dia,Sistema,device_score,Flag_dcto
22136,Error registro,630.3035003185822,19,Restaurante,No registrado,Física,25000,39,Aceptada,0,6.303035003185823,0,Sunday,%%,4,0
22138,Error registro,249.37333004460748,9,Farmacia,No registrado,Física,25000,39,En proceso,0,2.493733300446075,0,Friday,.,3,0
22139,Error registro,429.8998457878983,12,Super,No registrado,Física,25000,39,En proceso,0,4.298998457878983,0,Thursday,ANDROID,3,0
22142,Error registro,531.3367819959623,15,Super,No registrado,Física,25000,39,Rechazada,0,4.782031037963661,0,Saturday,%%,5,1
22143,Error registro,492.7294697652324,20,No registrado,No registrado,Física,25000,39,Aceptada,0,4.927294697652323,0,Tuesday,%%,3,0
22144,Error registro,512.4166409495738,6,Farmacia,No registrado,Física,25000,39,En proceso,0,5.1241664094957375,0,Sunday,ANDROID,3,0
22145,Error registro,824.5402744409016,20,No registrado,No registrado,Física,25000,39,Rechazada,0,8.245402744409017,0,Tuesday,ANDROID,1,0
22146,Error registro,548.0934451050232,20,MPago,No registrado,Virtual,25000,39,Aceptada,0,10.961868902100464,0,Sunday,.,4,0
22148,Error registro,959.0055433298304,11,Farmacia,No registrado,Virtual,25000,39,Aceptada,0,17.26209977993695,0,Tuesday,ANDROID,3,1
22150,Error registro,396.6564322706525,23,No registrado,No registrado,Física,25000,39,Aceptada,0,3.966564322706525,0,Saturday,WEB,1,0
22153,Error registro,759.9634850909207,23,MPago,No registrado,Física,25000,39,Rechazada,0,7.599634850909207,1,Thursday,.,5,0
22154,Error registro,781.1087998409705,23,No registrado,No registrado,Virtual,25000,39,Aceptada,0,15.62217599681941,0,Monday,.,2,0
22156,Error registro,937.6165678090252,16,No registrado,No registrado,Física,49000,55,Aceptada,0,9.376165678090253,0,Monday,%%,5,0
22157,Error registro,835.6894087182679,17,No registrado,No registrado,Virtual,49000,55,Aceptada,0,16.71378817436536,0,Tuesday,.,5,0
22159,Error registro,125.2705154774687,15,No registrado,No registrado,Física,49000,55,Aceptada,0,1.252705154774687,0,Tuesday,%%,2,0
22160,Error registro,463.69639931832415,21,MPago,No registrado,Física,49000,55,Aceptada,0,4.636963993183242,0,Saturday,WEB,4,0
22162,Error registro,735.4347210337594,15,No registrado,No registrado,Física,49000,55,En proceso,0,7.354347210337594,0,Sunday,%%,1,0
22164,F,680.6601885299835,17,Super,No registrado,Física,41000,55,En proceso,0,6.125941696769853,0,Tuesday,.,4,1
22166,F,974.2412411321465,13,Restaurante,No registrado,Virtual,41000,55,Aceptada,0,17.536342340378635,0,Thursday,ANDROID,5,1
22167,M,193.22706180995877,23,MPago,No registrado,Virtual,38000,43,Aceptada,0,3.864541236199175,0,Tuesday,.,2,0
22171,M,92.47459484967524,22,MPago,No registrado,Física,38000,43,Aceptada,0,0.9247459484967524,0,Wednesday,ANDROID,4,0
22173,M,23.112369668628286,16,No registrado,No registrado,Virtual,38000,43,Aceptada,0,0.4622473933725657,0,Friday,%%,1,0
22174,F,237.54665969480203,18,No registrado,No registrado,Física,46000,43,Aceptada,1,2.37546659694802,0,Sunday,.,4,0
22178,F,212.44441187884345,15,Farmacia,No registrado,Virtual,46000,43,Aceptada,1,3.823999413819183,0,Thursday,WEB,5,1
22179,F,690.2022640011953,14,No registrado,No registrado,Física,46000,43,Aceptada,1,6.211820376010758,0,Wednesday,ANDROID,5,1
22180,F,522.1628108147041,16,MPago,No registrado,Virtual,46000,43,Aceptada,1,10.443256216294085,0,Saturday,.,4,0
22181,F,742.1835527506005,19,No registrado,No registrado,Virtual,46000,43,Aceptada,1,13.359303949510808,0,Thursday,%%,1,1
22182,F,353.4478384539308,10,No registrado,No registrado,Física,46000,43,En proceso,1,3.181030546085377,0,Friday,ANDROID,3,1
22183,M,295.8048758361077,6,Restaurante,No registrado,Virtual,82000,35,Rechazada,0,5.916097516722155,0,Thursday,.,5,0
22185,M,409.4840488269506,4,MPago,No registrado,Física,82000,35,Aceptada,0,4.094840488269506,0,Monday,%%,3,0
22186,M,485.758204066985,17,Super,No registrado,Física,82000,35,Aceptada,0,4.85758204066985,0,Monday,WEB,2,0
22189,M,634.8397616355846,18,Restaurante,No registrado,Física,82000,35,En proceso,0,6.348397616355847,0,Wednesday,WEB,3,0
22190,M,381.1086241624173,3,MPago,No registrado,Física,82000,35,Aceptada,0,3.429977617461756,0,Sunday,.,2,1
22192,M,425.9837733636404,6,No registrado,No registrado,Virtual,82000,35,En proceso,0,8.519675467272807,0,Sunday,.,5,0
22193,M,173.88008936645448,7,MPago,No registrado,Física,82000,35,Rechazada,0,1.738800893664545,0,Thursday,%%,1,0
22195,M,511.5277591622208,19,Restaurante,No registrado,Física,82000,35,Aceptada,0,4.603749832459988,0,Wednesday,WEB,3,1
22196,M,874.5618424062881,15,No registrado,No registrado,Física,82000,35,En proceso,0,8.745618424062881,0,Tuesday,.,5,0
22197,M,925.6358922757832,16,Restaurante,Monterrey,Física,63000,61,En proceso,0,7.405087138206267,0,Thursday,.,4,1
22199,M,488.0569288407088,17,Super,Monterrey,Física,63000,61,Aceptada,0,4.880569288407087,0,Thursday,.,2,0
22200,M,340.59644200020045,9,No registrado,Monterrey,Física,63000,61,Rechazada,0,3.4059644200020047,0,Monday,.,2,0
22201,M,265.1866360392767,19,Super,Monterrey,Virtual,63000,61,Aceptada,0,5.303732720785535,0,Tuesday,%%,2,0
22202,M,253.9078869303323,5,No registrado,Monterrey,Física,63000,61,Aceptada,0,2.539078869303323,0,Thursday,.,3,0
22203,F,727.9794311688588,19,Restaurante,No registrado,Física,93000,61,Aceptada,0,7.279794311688589,0,Thursday,ANDROID,1,0
22204,F,242.69960261532563,19,Farmacia,No registrado,Física,93000,61,Aceptada,0,2.4269960261532564,0,Sunday,ANDROID,3,0
22205,F,546.0239000764468,17,No registrado,No registrado,Física,93000,61,Aceptada,0,4.914215100688021,0,Sunday,ANDROID,3,1
22208,M,856.3698105696988,16,Abarrotes,Monterrey,Virtual,93000,64,Rechazada,0,17.127396211393975,0,Friday,%%,5,0
22209,M,305.835652754783,23,No registrado,Monterrey,Física,93000,64,En proceso,0,3.0583565275478297,0,Sunday,ANDROID,2,0
22210,M,867.8258839760692,16,No registrado,Monterrey,Física,93000,64,Aceptada,0,8.678258839760693,0,Friday,ANDROID,3,0
22211,M,243.13010190389903,8,Super,Monterrey,Física,93000,64,Aceptada,0,2.188170917135092,0,Sunday,ANDROID,5,1
22213,M,745.7925872957983,22,No registrado,Monterrey,Física,93000,64,Rechazada,0,7.457925872957983,0,Thursday,ANDROID,3,0
22215,F,607.4897181997536,15,Super,Toluca,Física,66000,50,Aceptada,0,6.074897181997536,0,Saturday,%%,2,0
22216,F,527.653290606106,16,No registrado,Toluca,Física,66000,50,Aceptada,0,5.27653290606106,0,Friday,%%,5,0
22218,F,441.93370363077,22,Restaurante,Merida,Física,99000,45,Aceptada,1,4.4193370363077005,0,Friday,%%,4,0
22219,F,330.3148065150173,3,Abarrotes,Merida,Física,99000,45,En proceso,1,3.303148065150173,0,Thursday,ANDROID,5,0
22220,F,519.2909115485534,19,Super,Merida,Física,99000,45,Aceptada,1,4.6736182039369805,0,Sunday,%%,4,1
22221,F,371.0842776877656,1,Abarrotes,Merida,Virtual,99000,45,Aceptada,1,7.421685553755313,0,Friday,%%,1,0
22222,F,185.0337862488518,20,MPago,Merida,Virtual,99000,45,Aceptada,1,3.700675724977036,0,Saturday,.,3,0
22223,F,437.1300315196103,14,Restaurante,Merida,Física,99000,45,Aceptada,1,4.371300315196103,0,Sunday,ANDROID,2,0
22224,F,493.3963368895542,12,No registrado,Merida,Física,99000,45,Aceptada,1,4.933963368895542,0,Monday,ANDROID,2,0
22225,F,949.9640177871196,7,Abarrotes,Merida,Virtual,99000,45,Aceptada,1,17.099352320168155,0,Wednesday,ANDROID,1,1
22226,F,376.19634897518495,4,Super,Merida,Física,99000,45,Rechazada,1,3.00957079180148,0,Sunday,.,3,1
22228,F,385.20499697559006,21,No registrado,No registrado,Física,87000,40,Aceptada,0,3.4668449727803106,0,Monday,ANDROID,4,1
22230,F,457.9615262370557,17,Restaurante,No registrado,Física,87000,40,Aceptada,0,4.579615262370557,0,Thursday,WEB,2,0
22232,F,31.147214407375117,19,No registrado,No registrado,Física,87000,40,Aceptada,0,0.3114721440737511,0,Monday,.,5,0
22233,F,977.6711635289602,16,Restaurante,No registrado,Virtual,87000,40,Aceptada,0,17.598080943521282,0,Saturday,%%,1,1
22234,F,474.8857244431487,12,Abarrotes,No registrado,Física,87000,40,Aceptada,0,4.748857244431488,0,Saturday,.,1,0
22235,F,657.1070423067607,21,Abarrotes,No registrado,Física,87000,40,Aceptada,0,5.913963380760847,0,Thursday,%%,3,1
22237,F,95.4506974586422,16,No registrado,No registrado,Física,33000,39,En proceso,0,0.8590562771277799,0,Wednesday,WEB,3,1
22238,F,492.5848013435128,15,Restaurante,No registrado,Física,33000,39,Aceptada,0,4.433263212091616,0,Thursday,.,3,1
22239,F,612.7233485828681,4,Restaurante,No registrado,Física,33000,39,Aceptada,0,5.5145101372458125,0,Thursday,WEB,4,1
22240,F,621.2433610500905,10,Abarrotes,No registrado,Física,33000,39,Aceptada,0,6.212433610500905,0,Wednesday,.,1,0
22242,Error registro,671.1805323107538,6,Restaurante,No registrado,Física,58000,55,En proceso,0,6.711805323107539,0,Friday,ANDROID,4,0
22244,Error registro,215.58262263689295,23,Restaurante,No registrado,Física,58000,55,Aceptada,0,2.1558262263689296,0,Sunday,%%,2,0
22245,M,747.9548959279268,13,Abarrotes,Guadalajara,Física,81000,51,Aceptada,0,7.479548959279269,0,Wednesday,WEB,1,0
22246,M,327.2780093074583,19,Abarrotes,No registrado,Física,47000,49,En proceso,0,2.945502083767125,0,Thursday,ANDROID,3,1
22247,M,711.3420635877111,8,Farmacia,No registrado,Virtual,47000,49,Aceptada,0,14.226841271754225,0,Tuesday,.,2,0
22248,M,8.507473136206034,16,No registrado,No registrado,Virtual,47000,49,Aceptada,0,0.1361195701792965,0,Saturday,.,3,1
22249,M,917.44217231902,3,No registrado,No registrado,Virtual,47000,49,Aceptada,0,16.513959101742362,0,Wednesday,ANDROID,5,1
22250,M,184.29252994295945,11,Super,No registrado,Virtual,47000,49,Aceptada,0,3.317265538973269,0,Sunday,ANDROID,2,1
22251,F,617.6994781562041,16,No registrado,No registrado,Física,54000,56,Aceptada,0,6.176994781562041,0,Tuesday,%%,4,0
22252,M,640.3240834241658,3,Farmacia,Guadalajara,Virtual,92000,54,Aceptada,0,12.806481668483316,0,Friday,.,2,0
22253,M,691.6660122569897,14,MPago,Guadalajara,Física,92000,54,Aceptada,0,6.916660122569897,0,Tuesday,ANDROID,4,0
22254,M,703.5337652061203,16,Restaurante,Guadalajara,Virtual,92000,54,Aceptada,0,11.256540243297923,0,Friday,%%,1,1
22255,M,714.6297141863796,21,Super,Guadalajara,Virtual,92000,54,Aceptada,0,14.292594283727592,0,Sunday,.,5,0
22256,F,251.5239550658441,16,No registrado,Toluca,Física,46000,42,Aceptada,1,2.5152395506584413,0,Tuesday,ANDROID,4,0
22257,F,371.20035460692446,19,Abarrotes,Toluca,Física,46000,42,En proceso,1,3.7120035460692447,0,Saturday,%%,5,0
22260,F,476.2019955080369,6,No registrado,Toluca,Física,46000,42,Aceptada,1,4.762019955080369,0,Thursday,WEB,3,0
22261,F,544.3493698376325,4,Super,Toluca,Virtual,46000,42,En proceso,1,10.88698739675265,0,Friday,ANDROID,1,0
22264,M,897.8820194544413,13,Abarrotes,Guadalajara,Física,82000,63,En proceso,0,8.978820194544413,0,Tuesday,%%,4,0
22265,F,59.03742943558533,18,Super,No registrado,Física,59000,55,Rechazada,0,0.5903742943558532,0,Thursday,%%,5,0
22266,F,397.8219420036122,1,Super,No registrado,Física,59000,55,Aceptada,0,3.58039747803251,0,Sunday,WEB,5,1
22268,F,818.9821035806929,5,Abarrotes,No registrado,Virtual,59000,55,Aceptada,0,16.37964207161386,0,Tuesday,ANDROID,5,0
22269,F,565.3741669434462,16,Restaurante,No registrado,Física,59000,55,Aceptada,0,5.653741669434462,0,Thursday,.,4,0
22270,F,48.37538725975599,14,No registrado,No registrado,Física,59000,55,Aceptada,0,0.4837538725975599,0,Wednesday,.,1,0
22274,F,893.7954051271954,15,MPago,No registrado,Física,61000,43,Aceptada,0,8.04415864614476,0,Wednesday,ANDROID,3,1
22275,F,495.2530861488582,21,Super,No registrado,Física,61000,43,Aceptada,0,4.952530861488582,0,Thursday,ANDROID,1,0
22277,F,812.0351285821545,10,Super,No registrado,Física,61000,43,Aceptada,0,8.120351285821545,0,Tuesday,ANDROID,3,0
22279,F,954.5947113613054,12,Abarrotes,No registrado,Física,61000,43,En proceso,0,9.545947113613051,0,Tuesday,%%,5,0
22280,F,855.3681735193068,18,Farmacia,No registrado,Virtual,61000,43,Aceptada,0,17.107363470386137,0,Saturday,ANDROID,3,0
22281,F,762.4178847346827,12,Farmacia,No registrado,Virtual,61000,43,Aceptada,0,12.198686155754924,0,Friday,.,1,1
22282,F,650.4927094854095,21,No registrado,No registrado,Física,61000,43,Rechazada,0,6.504927094854095,0,Wednesday,.,3,0
22283,F,306.32121340528937,2,Super,No registrado,Física,61000,43,Aceptada,0,3.0632121340528937,0,Wednesday,WEB,4,0
22284,F,349.14133633132303,10,Super,No registrado,Virtual,44000,38,En proceso,0,6.9828267266264605,0,Thursday,.,1,0
22285,M,972.9411927246596,12,MPago,No registrado,Física,46000,60,Aceptada,0,9.729411927246597,0,Wednesday,WEB,1,0
22287,M,654.653125252423,14,No registrado,No registrado,Física,46000,60,Aceptada,0,6.546531252524231,0,Sunday,.,5,0
22289,M,703.1019818944491,9,Abarrotes,No registrado,Física,46000,60,Aceptada,0,7.031019818944491,0,Thursday,.,5,0
22290,M,7.50457937835991,10,Super,No registrado,Virtual,46000,60,Aceptada,0,0.1350824288104783,0,Thursday,%%,3,1
22291,M,523.1510172340079,13,No registrado,No registrado,Física,46000,60,Aceptada,0,4.708359155106072,0,Sunday,WEB,4,1
22292,M,782.0133866238651,2,No registrado,No registrado,Virtual,46000,60,Aceptada,0,12.512214185981843,0,Friday,%%,3,1
22293,M,552.203083280249,10,MPago,No registrado,Física,46000,60,Aceptada,0,5.52203083280249,0,Thursday,%%,3,0
22294,M,856.8353989057164,15,Farmacia,No registrado,Física,46000,60,Aceptada,0,8.568353989057163,0,Saturday,.,4,0
22295,M,564.2886155339554,21,MPago,No registrado,Física,46000,60,En proceso,0,5.642886155339554,0,Friday,WEB,2,0
22296,M,789.5163798534952,7,No registrado,No registrado,Física,46000,60,Rechazada,0,7.895163798534952,0,Saturday,%%,5,0
22299,M,126.00615135128756,6,MPago,No registrado,Virtual,46000,60,Aceptada,0,2.5201230270257517,0,Friday,.,2,0
22300,M,403.3853247020677,22,Super,No registrado,Virtual,46000,60,Aceptada,0,8.067706494041355,0,Friday,ANDROID,2,0
22303,M,801.5559845497289,4,Abarrotes,No registrado,Física,46000,60,Aceptada,0,7.214003860947561,0,Sunday,WEB,5,1
22304,M,747.0043759665039,22,MPago,No registrado,Física,46000,60,Rechazada,0,7.470043759665039,0,Monday,WEB,4,0
22306,M,762.9388987731121,14,No registrado,Guadalajara,Virtual,29000,61,Aceptada,0,15.258777975462245,0,Tuesday,ANDROID,1,0
22307,M,450.2951990073665,5,Farmacia,Guadalajara,Física,29000,61,En proceso,0,4.502951990073665,0,Sunday,WEB,2,0
22308,M,68.95794213679306,4,No registrado,No registrado,Virtual,79000,61,Aceptada,0,1.3791588427358614,0,Friday,ANDROID,1,0
22309,M,772.5986191296274,16,No registrado,No registrado,Física,53000,38,En proceso,0,7.725986191296275,0,Saturday,.,1,0
22310,M,721.0498682629019,1,No registrado,Monterrey,Virtual,33000,48,Aceptada,0,12.978897628732236,0,Sunday,WEB,1,1
22311,M,817.0969251711947,10,No registrado,Monterrey,Virtual,33000,48,En proceso,0,16.341938503423894,0,Monday,.,4,0
22312,M,172.89204981509045,22,No registrado,Monterrey,Física,33000,48,Aceptada,0,1.5560284483358142,0,Tuesday,.,4,1
22313,M,402.3352729228177,3,No registrado,Monterrey,Virtual,33000,48,Aceptada,0,7.24203491261072,0,Friday,WEB,2,1
22315,M,25.793600479019798,12,No registrado,Monterrey,Física,33000,48,En proceso,0,0.2579360047901979,0,Monday,ANDROID,2,0
22316,M,326.74872480172445,7,Restaurante,Monterrey,Física,33000,48,Aceptada,0,3.2674872480172445,0,Thursday,%%,2,0
22317,M,66.80772283188763,22,MPago,Monterrey,Física,33000,48,Aceptada,0,0.534461782655101,0,Saturday,%%,1,1
22319,M,382.161529455726,3,Farmacia,Monterrey,Física,26000,46,Aceptada,0,3.82161529455726,0,Monday,WEB,2,0
22320,M,886.562418551328,5,No registrado,Monterrey,Física,26000,46,Aceptada,0,8.865624185513282,0,Thursday,ANDROID,2,0
22322,M,670.8169179451266,19,Abarrotes,Monterrey,Física,26000,46,Rechazada,0,5.366535343561014,0,Friday,WEB,4,1
22323,M,109.07000174671556,19,No registrado,Monterrey,Física,26000,46,Aceptada,0,1.0907000174671555,1,Sunday,%%,3,0
22324,M,9.702280391840624,15,Super,Monterrey,Física,26000,46,Aceptada,0,0.0970228039184062,0,Saturday,ANDROID,2,0
22325,M,795.4444858394571,23,No registrado,Monterrey,Física,26000,46,Aceptada,0,7.954444858394571,0,Friday,%%,3,0
22327,M,782.2682997335309,9,MPago,No registrado,Física,92000,63,Aceptada,0,7.822682997335309,0,Saturday,ANDROID,4,0
22329,F,647.0768399242421,4,Restaurante,Toluca,Virtual,84000,33,Aceptada,0,12.941536798484842,0,Friday,ANDROID,3,0
22331,F,63.38928562935675,16,Super,No registrado,Virtual,72000,49,Aceptada,0,1.267785712587135,0,Friday,ANDROID,5,0
22333,F,515.5957808196596,11,No registrado,No registrado,Física,72000,49,Aceptada,0,4.640362027376936,0,Wednesday,%%,3,1
22334,F,542.02636278214,3,No registrado,No registrado,Virtual,72000,49,En proceso,0,10.8405272556428,0,Thursday,.,1,0
22335,F,59.94948242314546,1,Restaurante,No registrado,Física,72000,49,Aceptada,0,0.5994948242314546,0,Thursday,%%,5,0
22336,F,378.4734193637736,14,MPago,No registrado,Virtual,72000,49,En proceso,0,7.569468387275473,1,Wednesday,WEB,4,0
22338,M,272.4645827431138,23,Restaurante,Merida,Virtual,78000,57,En proceso,0,5.449291654862276,0,Monday,WEB,4,0
22340,M,984.359094158642,7,MPago,Merida,Física,78000,57,Aceptada,0,8.859231847427779,0,Friday,WEB,2,1
22342,M,889.9734208490797,21,No registrado,Merida,Virtual,78000,57,Aceptada,0,16.019521575283434,0,Friday,WEB,4,1
22343,M,648.9594242296753,20,No registrado,Monterrey,Virtual,29000,36,Rechazada,0,12.979188484593504,0,Thursday,ANDROID,5,0
22344,M,950.227202970095,8,Super,Monterrey,Física,29000,36,Aceptada,0,9.50227202970095,0,Friday,%%,1,0
22345,M,164.86299299024864,2,MPago,Monterrey,Física,29000,36,En proceso,0,1.6486299299024865,0,Wednesday,.,5,0
22346,M,96.34467662887016,3,Abarrotes,Monterrey,Virtual,29000,36,Aceptada,0,1.926893532577403,0,Thursday,WEB,4,0
22347,M,290.59843854456693,7,Abarrotes,Monterrey,Física,29000,36,Aceptada,0,2.9059843854456693,0,Wednesday,WEB,2,0
22348,M,561.3923745023665,1,Abarrotes,Monterrey,Física,29000,36,En proceso,0,5.613923745023665,0,Wednesday,WEB,3,0
22349,M,702.3480904757012,2,Super,Monterrey,Física,29000,36,Aceptada,0,7.023480904757012,0,Tuesday,WEB,1,0
22350,M,422.2180322483252,9,MPago,No registrado,Física,66000,56,Aceptada,0,4.222180322483252,0,Thursday,.,1,0
22351,M,148.81490425064513,4,No registrado,No registrado,Física,66000,56,En proceso,0,1.4881490425064514,0,Wednesday,%%,4,0
22353,M,415.48696077633406,18,MPago,No registrado,Física,66000,56,En proceso,0,4.154869607763341,0,Thursday,WEB,2,0
22354,M,769.012568562384,12,Restaurante,No registrado,Virtual,66000,56,Aceptada,0,15.38025137124768,0,Wednesday,ANDROID,5,0
22355,M,307.419139846679,2,Restaurante,No registrado,Virtual,66000,56,Aceptada,0,6.14838279693358,0,Sunday,WEB,1,0
22356,M,424.18130599191096,6,No registrado,No registrado,Física,66000,56,Aceptada,0,4.241813059919109,0,Saturday,%%,5,0
22357,M,22.178219486748475,18,No registrado,No registrado,Virtual,66000,56,Aceptada,0,0.4435643897349695,0,Tuesday,.,1,0
22358,M,740.9933912474203,14,Farmacia,No registrado,Física,66000,56,En proceso,0,6.668940521226783,0,Monday,%%,2,1
22359,M,498.15285749025617,4,No registrado,No registrado,Física,66000,56,Aceptada,0,4.981528574902562,0,Wednesday,WEB,1,0
22360,M,262.2599484851087,10,No registrado,No registrado,Virtual,66000,56,Rechazada,0,5.245198969702174,0,Tuesday,ANDROID,5,0
22362,M,74.84472512275953,3,Abarrotes,No registrado,Física,66000,56,Aceptada,0,0.7484472512275953,0,Friday,%%,4,0
22363,M,556.6404830729164,11,Super,No registrado,Física,66000,56,En proceso,0,5.566404830729164,0,Monday,WEB,5,0
22364,M,738.3468405849119,11,No registrado,No registrado,Física,66000,56,Rechazada,0,7.383468405849119,0,Wednesday,%%,1,0
22365,M,858.5695236669188,1,No registrado,Monterrey,Física,97000,59,Aceptada,0,8.585695236669189,0,Tuesday,.,3,0
22366,M,366.3711938352054,20,MPago,Monterrey,Virtual,97000,59,Aceptada,0,7.327423876704109,0,Monday,%%,1,0
22367,M,838.9942846651836,8,Super,Monterrey,Física,97000,59,Aceptada,0,8.389942846651836,0,Saturday,WEB,4,0
22368,M,480.48835487131913,11,Farmacia,Monterrey,Física,97000,59,En proceso,0,4.804883548713192,0,Tuesday,%%,5,0
22370,M,644.64261870744,5,No registrado,Monterrey,Virtual,97000,59,Aceptada,0,12.8928523741488,0,Tuesday,ANDROID,1,0
22371,M,562.6908417724803,2,MPago,Monterrey,Física,97000,59,Aceptada,0,5.626908417724803,0,Saturday,ANDROID,2,0
22374,M,74.77575762741662,9,No registrado,Monterrey,Física,97000,59,Aceptada,0,0.6729818186467497,0,Friday,WEB,4,1
22377,M,729.4534051237764,14,No registrado,Monterrey,Física,97000,59,Aceptada,0,6.565080646113987,0,Friday,ANDROID,2,1
22379,M,920.2182419991636,15,Abarrotes,No registrado,Física,51000,43,Aceptada,0,9.202182419991637,0,Sunday,ANDROID,1,0
22380,M,472.29049839139446,19,Abarrotes,No registrado,Física,51000,43,Aceptada,0,4.250614485522551,0,Wednesday,ANDROID,3,1
22382,M,349.7224205224212,12,Super,No registrado,Física,51000,43,Aceptada,0,3.497224205224212,0,Sunday,ANDROID,2,0
22383,M,501.3122711756849,4,Farmacia,No registrado,Virtual,51000,43,Aceptada,0,8.020996338810958,0,Monday,ANDROID,5,1
22384,M,765.794336393074,1,Restaurante,No registrado,Física,51000,43,Rechazada,0,7.65794336393074,0,Friday,WEB,2,0
22385,M,469.24148741240623,4,No registrado,No registrado,Virtual,51000,43,En proceso,0,9.384829748248125,0,Friday,%%,1,0
22388,M,448.60899303433024,5,MPago,No registrado,Física,51000,43,En proceso,0,4.486089930343303,0,Tuesday,.,1,0
22390,M,468.0223123047856,4,Super,No registrado,Física,51000,43,Aceptada,0,4.21220081074307,0,Thursday,WEB,5,1
22392,M,796.1163673928879,9,No registrado,No registrado,Física,51000,43,Aceptada,0,7.96116367392888,0,Sunday,WEB,3,0
22393,M,162.5357930776309,19,MPago,No registrado,Física,51000,43,Aceptada,0,1.625357930776309,0,Tuesday,ANDROID,2,0
22395,M,696.7637595497316,21,No registrado,No registrado,Física,51000,43,Aceptada,0,6.967637595497316,0,Saturday,WEB,1,0
22397,M,320.3425340120234,5,No registrado,No registrado,Física,51000,43,Aceptada,0,3.203425340120234,0,Tuesday,.,3,0
22398,F,272.41182836358524,18,No registrado,No registrado,Virtual,59000,64,En proceso,0,5.448236567271705,0,Sunday,.,5,0
22399,F,348.6375376507648,19,No registrado,No registrado,Virtual,25000,58,Aceptada,0,6.972750753015296,0,Thursday,%%,1,0
22400,F,907.1394819292842,3,MPago,No registrado,Física,25000,58,En proceso,0,8.164255337363558,0,Monday,.,4,1
22404,F,350.87026523414534,11,Super,No registrado,Virtual,25000,58,Aceptada,0,7.017405304682907,0,Saturday,.,3,0
22405,F,500.1373425853934,17,Restaurante,No registrado,Física,25000,58,Rechazada,0,4.501236083268541,0,Friday,%%,5,1
22406,F,114.79460020933176,23,MPago,No registrado,Física,25000,58,Aceptada,0,1.1479460020933174,0,Friday,%%,1,0
22407,F,295.3802568651904,9,No registrado,No registrado,Virtual,25000,58,En proceso,0,5.316844623573428,0,Monday,WEB,5,1
22409,F,76.01043843520472,22,Restaurante,No registrado,Virtual,25000,58,Rechazada,0,1.5202087687040944,0,Thursday,WEB,4,0
22410,F,166.98988361118992,5,MPago,No registrado,Física,25000,58,Aceptada,0,1.6698988361118994,0,Wednesday,WEB,3,0
22411,F,781.2864669953094,8,No registrado,No registrado,Física,25000,58,Aceptada,0,7.812864669953094,0,Wednesday,.,5,0
22415,F,260.1659101265431,8,Farmacia,No registrado,Virtual,25000,58,Aceptada,0,5.203318202530863,0,Tuesday,WEB,1,0
22416,F,271.8004528360219,6,No registrado,No registrado,Física,25000,58,En proceso,0,2.718004528360219,0,Saturday,%%,4,0
22417,F,81.52507198043179,1,No registrado,No registrado,Virtual,25000,58,En proceso,0,1.630501439608636,0,Saturday,WEB,1,0
22418,F,691.2005639502031,5,Abarrotes,No registrado,Física,25000,58,Aceptada,0,6.912005639502032,0,Wednesday,ANDROID,4,0
22421,F,128.68743134388828,3,Farmacia,No registrado,Virtual,25000,58,En proceso,0,2.5737486268777654,0,Wednesday,ANDROID,1,0
22424,M,435.69527488990576,8,MPago,No registrado,Virtual,85000,33,En proceso,0,7.842514948018304,0,Monday,ANDROID,4,1
22425,M,479.9487302541787,17,No registrado,No registrado,Física,85000,33,Aceptada,0,4.799487302541787,0,Sunday,ANDROID,1,0
22427,M,405.0898859265432,18,No registrado,No registrado,Física,85000,33,Aceptada,0,4.050898859265431,0,Saturday,ANDROID,4,0
22429,F,500.8439531223903,9,No registrado,Merida,Virtual,61000,46,Aceptada,0,10.016879062447805,0,Saturday,%%,2,0
22430,F,327.4343065986417,18,Abarrotes,Merida,Física,61000,46,Rechazada,0,3.274343065986417,0,Thursday,ANDROID,3,0
22431,F,77.25218597704774,10,MPago,Merida,Física,61000,46,Rechazada,0,0.7725218597704775,0,Tuesday,WEB,1,0
22432,F,833.4172151727789,3,No registrado,Merida,Física,61000,46,Aceptada,0,8.33417215172779,0,Monday,.,4,0
22435,F,364.322672405045,10,Abarrotes,Merida,Física,61000,46,Aceptada,0,3.64322672405045,0,Saturday,ANDROID,4,0
22436,F,466.4232924285466,1,No registrado,Merida,Física,61000,46,Aceptada,0,4.664232924285466,0,Thursday,%%,1,0
22437,F,756.0532978965543,14,Restaurante,Merida,Física,61000,46,Aceptada,0,7.560532978965543,0,Sunday,WEB,4,0
22438,F,731.8283898022389,1,No registrado,Merida,Virtual,61000,46,Aceptada,0,14.636567796044778,0,Sunday,WEB,1,0
22440,F,630.1149998486284,8,MPago,No registrado,Física,91000,63,Rechazada,0,5.671034998637655,0,Sunday,%%,3,1
22442,M,617.9831988685502,2,No registrado,No registrado,Virtual,92000,52,Aceptada,0,12.359663977371005,0,Monday,WEB,1,0
22443,F,795.6793343232954,15,No registrado,Monterrey,Física,67000,60,Aceptada,0,7.161114008909659,0,Friday,%%,1,1
22444,F,125.96984187227156,1,Super,Monterrey,Virtual,67000,60,Aceptada,0,2.519396837445431,0,Thursday,WEB,4,0
